"Adipose_Subcutaneous" "Adipose_Visceral_Omentum" "Adrenal_Gland" "Artery_Aorta" "Artery_Coronary" "Artery_Tibial" "Brain_Anterior_cingulate_cortex_BA24" "Brain_Caudate_basal_ganglia" "Brain_Cerebellar_Hemisphere" "Brain_Cerebellum" "Brain_Cortex" "Brain_Frontal_Cortex_BA9" "Brain_Hippocampus" "Brain_Hypothalamus" "Brain_Nucleus_accumbens_basal_ganglia" "Brain_Putamen_basal_ganglia" "Breast_Mammary_Tissue" "Cells_EBV.transformed_lymphocyte" "Cells_Transformed_fibroblast" "Colon_Sigmoid" "Colon_Transverse_" "Esophagus_Gastroesophageal_Junction" "Esophagus_Mucosa" "Esophagus_Muscularis" "Heart_Atrial_Appendage" "Heart_Left_Ventricle" "Liver" "Lung_" "Muscle_Skeletal" "Nerve_Tibial" "Ovary" "Pancreas" "Pituitary" "Prostate" "Skin_Not_Sun_Exposed_Suprapubic" "Skin_Sun_Exposed_Lower_leg" "Small_Intestine_Terminal_Ileum" "Spleen" "Stomac" "Testis" "Thyroid" "Uterus" "Vagina" "Whole_Blood"
"ENSG00000049245.8_rs11121022" 1.81617286964167 1.21442872736848 1.57805210503093 1.82102124837019 1.37145483001515 2.36276964587498 0.725627445841099 0.745067689498638 0.664664148106266 0.62386822219589 0.881858304058244 0.839790710868865 0.483421251851492 0.60230462046226 0.762976102995274 0.814037031728663 1.19076454215977 1.2227408126754 1.95897066298099 1.63363514878163 1.41469421578972 1.53446650966599 1.89668793489106 2.04000573174324 1.09663018195625 1.07387155889629 0.689934331342685 1.43338244044105 1.40029837251135 1.67892009651696 0.858402227393616 1.23196740003194 0.95114130125233 1.14604534362801 1.68007029985902 1.92792894365168 1.2010328517531 1.49875271294126 1.44804672449503 1.01822268016977 1.61670784167886 0.997276198356122 0.815769003190598 1.22436658452135
"ENSG00000049246.10_rs228706" -1.1014670239616 -0.743684123616539 -0.455908216803183 -0.928633906949497 -0.717508896357181 -1.07131227081505 -0.229355970507109 -0.503466491838235 -0.409688295193324 -0.690381417730201 -0.50261395507257 -0.338341726779098 -0.277303933460357 -0.436740562731186 -0.467071721185485 -0.424862845012527 -0.693803552839573 -0.276707642645558 -0.581413215581844 -0.760077836472351 -0.466627504590192 -0.703235974068498 -0.6311054699689 -1.00165774854562 -0.931598958474676 -1.15316153926358 -0.605316915861767 -0.73809960203282 -0.788201327744608 -0.999644285268925 -0.351021603285444 -0.606952200406809 -0.675450757321835 -0.325002860261907 -0.587353857389076 -0.802566881954459 -0.317463865172095 -0.641785020916013 -0.470622320870503 -0.738208376839902 -0.986210595756405 -0.315529307061795 -0.221882999297466 -0.175191193399088
"ENSG00000054523.12_rs12137456" -2.19125491123093 -1.65380846903926 -1.54455804910812 -1.07374739535661 -1.01851584662443 -1.58209336284058 -0.803325291722693 -0.592823055134719 -0.361770795334257 -1.01348363670424 -0.950133842012866 -0.676136092799278 -0.65728584504048 -0.684304254120344 -0.534090739276025 -0.556697161661218 -1.08728572306307 -0.110110393829598 -0.944031899525585 -0.797004051508901 -1.18580433371849 -0.879963256078129 -1.32033169104529 -1.65189770027033 -1.31381738950407 -1.2434686560743 -1.64116648903282 -1.93984629665453 -1.66445322199069 -2.70517499560469 -0.823135438618542 -1.69275893823045 -1.31716648037843 -1.19339851678426 -1.33040374062456 -1.43652212780413 -0.878196151085602 -1.76223356142568 -1.10537612307044 -0.411062477523439 -3.46925033656303 -0.976537040575725 -0.824598800542612 -0.32101253086851
"ENSG00000055070.12_rs74322933" 0.24083614509785 0.353836118819307 -0.0297376062901144 0.191918042501835 0.00563240817223701 0.0801242675388118 -0.433067108181191 -0.480962937919257 -0.103024735168557 -0.0203514609445217 -0.426981283889822 -0.422760379069411 -0.269987528604676 -0.226450348211863 -0.377682717938863 -0.45080632813203 0.332974263764212 0.445051833481274 0.376753579181705 0.429233180165581 0.274746853671423 0.279677858927585 0.271479027914669 0.199429453159169 0.13760993437876 0.140799188759722 0.174708665591189 0.420902803600637 -0.147461237402225 0.311815968865176 0.165417987751536 0.238445927125937 0.559482968898331 0.274410020801585 0.370322564812484 0.386850241638224 0.326628134271425 0.449355686944484 0.420329511865017 0.50547859038538 0.399612011720267 0.119639903461832 0.151482737588038 0.607466752036529
"ENSG00000058453.12_rs2019755" 1.26893102139535 0.529519474662962 0.624787380846829 0.77456884789343 0.588340803317701 1.33249533257212 0.599657372783684 0.740423781906912 1.166228805547 1.06465540945077 0.968901094443641 0.804573596276613 0.481008475276867 0.350851803462391 0.654535814500944 0.47244543465496 0.344585204201592 0.226050930453188 1.58248002414198 0.856143183159404 0.751357980264672 0.776463108983485 1.33450143286176 1.28703288365349 0.987838707823803 1.27413862712415 0.531325322319747 0.861150768492421 1.55339495893815 1.45360278228571 0.965288440530147 1.14974684732857 0.662539648485312 0.470200536381343 1.67416375781619 1.95682581452962 0.67640029179777 1.20729436028971 1.03903949839583 0.926205045949025 1.13191642736375 0.656705652888223 0.441679968142951 0.847325685388059
"ENSG00000065526.6_rs2862747" -0.0857840671900439 -0.0530995568143205 -0.0576725179910255 -0.0467369427279203 -0.0470413512047154 -0.0459402324369748 0.0252200160823908 0.0429031518338824 0.0216443150419667 0.0138514395172046 0.0278552165671479 0.0257476661979952 0.0296895823218562 0.0135721653886782 0.0308472484521888 0.0395587980202078 -0.056797685272387 -2.20040150542614 -0.0764412900536831 -0.0423985552909635 -0.0776727357988723 -0.0376059237560613 -0.0805372977487046 -0.061012316750643 -0.023929628670253 -0.0363298589119474 -0.0395655260292649 -0.0852539271498392 -0.0238223533444772 -0.0681243126115914 -0.0308150443511104 -0.0635777392390432 -0.0378680850466065 -0.0498826238814696 -0.0359078009230478 -0.0515116697431769 -0.0551190748034618 -0.113216318455959 -0.0714626068107258 -0.0274710744565018 -0.086207924312061 -0.0278986096673712 -0.0345454936495255 -0.109826567937055
"ENSG00000067606.11_rs28436686" -0.94748530216803 0.31528921082797 0.043201661450993 0.575383550445617 0.282595277587753 0.0168686657096469 1.56666337199704 2.30113403343131 0.536204288174184 0.857695016073789 1.67268382645317 2.03365132894138 1.40375445708285 1.13321637605157 1.74890929295452 2.52508986547921 -0.148414922044649 0.873439651740411 0.309482942479687 -0.672784943165395 -1.01394587659592 0.454595901081025 -0.66339937648781 0.88109544924356 0.00217784139181399 0.63492267369841 -0.479042229106988 -2.65533405809759 0.929248872029002 0.307758180082368 -0.345723182617374 -0.982558988827418 -2.24094213552204 -0.855319173468168 0.190744066798372 -0.312729915381529 -0.75485667694256 -0.880168652325389 0.33073291191258 -0.835875213951525 -6.78683795487399 0.0681709569285046 0.824949429637505 -0.748421423109308
"ENSG00000069424.10_rs17432975" -0.337172214739049 -0.403625004775843 -0.483358121650408 -0.285681283395643 -0.214806953084173 -0.232795413998014 -0.0161844878804251 0.00365583359500379 0.0290485240346264 -0.0162946699842874 -0.0335840207166458 -0.0190066217282629 0.0229858377223498 -0.0237588973990407 -0.0639369324247021 -0.0334610798736558 -0.26187047090367 -0.249803793519647 -0.264108347919135 -0.242569565872108 -0.229860230154534 -0.20269700359297 -0.199349317421169 -0.33401622228082 -0.304148606113842 -0.249178161337757 -0.145216004413154 -0.327276810865402 -0.343803444235776 -0.357633549895286 -0.240234058879428 -0.229725414345655 -0.160998868488128 -0.147877815096134 0.045771865220769 0.0759352995017676 -0.153508642966181 -0.253161735178745 -0.245699192931932 0.0734454291903537 -0.326162858716684 -0.197083385067006 -0.138710178913592 -0.113125159729457
"ENSG00000074800.9_rs2781064" -0.039642071776847 -0.0646735753953633 -0.00661920385635449 0.121918996588503 0.111085988081893 0.137143733723349 0.0168658388428336 0.0263574598026726 0.0503521435740599 0.0438053967618903 0.0295811289348194 0.0379357302796179 0.0105703443755824 0.015368710321068 -0.00789135575338826 -0.0335415931645476 -0.0821849986868728 -0.207451653306264 0.123168324849048 -0.14592701646647 -0.200301511585802 -0.0304026928879837 0.132321234550344 -0.0159550393147093 0.250715563852082 0.26568631964362 -0.146911492289639 0.0907262977310926 0.229696146549345 0.0611270597623257 0.0385114981130562 -0.0798432024250549 0.0312652566876194 -0.0104158413559558 0.334494225309233 0.226717351976732 -0.206324008272722 -0.0256274895901359 -0.160498967781944 -2.60498092311723 0.0498626885734988 0.105120773801893 -0.0764274631405452 -0.20678115977818
"ENSG00000078369.13_rs6690956" 1.04540339593936 0.52155128427663 0.31071548635165 0.709053155603928 0.533587937536808 0.949737263479726 -0.551058244072916 -0.522729603213756 -0.595433100945753 -0.639086999802257 -0.537064211047369 -0.570561212502163 -0.410367305450195 -0.380169838190447 -0.510431093589086 -0.453686360654866 0.615818531438823 0.0137523085613826 0.576751207907473 0.425694616707898 0.379317409384051 0.510607915039058 0.816766124009551 0.669122428283573 0.386685663251584 0.42637298736021 0.304568126234898 0.52193649410752 0.689795075341907 0.821526018790187 0.328949652775863 0.312979130739537 -0.00957611147664376 0.256806879250537 1.1532366090099 1.45170030215129 0.0378170824498928 0.125420751346739 0.426254952123616 -0.310209979387208 0.368126448386359 0.361265373657182 0.4537423855326 0.0736109937836321
"ENSG00000078808.12_rs3813199" 0.00332521607907372 0.0028214698583987 -0.00561295787436429 0.00659913677383331 0.00520103315712388 0.00766913810613089 0.033197371575532 0.0365739704491146 0.043065277672866 0.0442643314545248 0.0352192515364782 0.0371761535909899 0.029767897531718 0.029175870723125 0.0355145041165302 0.026794432124387 0.00229574073612927 0.0205177347130362 0.0124621098169332 0.00115114473505697 0.00780602954128986 -0.00158847286340671 -0.00777883337696529 0.000313349346033432 -0.00192193899261691 0.000881909139423829 -0.00065881560940765 0.0180338253758975 0.00103752323843541 0.00977054879256375 0.00943228144568354 0.00054319697089586 0.00475162169299949 -0.00762264289934947 -0.0137861072207335 -0.0128289857742513 0.00216851361394233 0.0148446075996481 0.00353388535305542 -3.65168795197273 0.00780808999345357 0.00725017678990397 -0.000267257704738062 0.0349749322638162
"ENSG00000078900.10_rs10909979" -0.306315122189727 -0.182480400427983 -0.203147604910773 -0.181422091756111 -0.172626246264399 -0.349484115783917 -0.0488542492799213 0.0291058348577465 -0.0262556972159921 -0.0853743360313169 -0.0474812032011945 0.0393920220643649 0.00963169059730115 -0.0662404900987802 0.20425845901002 0.454731856030881 -0.325831754236249 -0.540905718998662 -0.0655575615702179 -0.18557773367317 -0.470600193799272 -0.108597117540345 0.19598428367484 -0.19276561861071 -0.110991005263555 -0.148391425241897 0.0478594412954776 -0.492468904027791 -0.376107917506697 -0.216824841796718 -0.398885625199644 -0.0645987679639182 -0.114697029118901 -0.13549309439679 -0.184354218576139 -0.21912377874158 -0.266587014571103 -0.396000758779503 -0.372972850770083 -0.312685475073451 -0.721082682804689 -0.305638327437414 -0.041613708335119 -0.595461076343342
"ENSG00000080947.10_rs156848" -0.0230567491349654 -0.00783093925763527 0.00978047939751874 -0.0175808819349763 -0.0121343141392273 -0.0280732161134062 0.0062298213496773 0.0148042837889089 0.00861096947454546 0.00579308373768384 -0.00030504595720363 0.0118348574535846 0.0100626840525064 0.0064583827362648 -0.00177448161734875 0.0051038843234736 -0.0200229237632909 -2.41327825624376 -0.00304324022430165 -0.00852815007347518 -0.000388767102662218 -0.00817831151477868 0.00347708583778549 -0.00507711880376241 -0.00703050570963101 -0.00638907062340387 -0.0071220896804121 -0.0161491744784427 -0.00298186974735025 0.00343245231134773 0.019196142230508 -0.0138911510095065 -0.00177846151621945 0.00524981440053185 -0.014146324631268 -0.0301640748830767 -0.00345984640329428 -0.012710959046767 -0.00342862153718955 0.00664132888181882 -0.00582406192944893 0.00990729732571585 0.0022484209649012 -0.0373300408147883
"ENSG00000083444.12_rs873458" 0.000403574708971833 -4.24612713874752e-05 0.000478554646944955 5.93152053002667e-05 0.000429493042369125 0.00103767846798711 -0.00123591123469137 -0.00106874798197146 -0.000270986510698824 3.83861706104895e-05 -0.00084985166642854 -0.000739120720583757 -0.000679758030718917 -0.000809588425441908 -0.000790945317937213 -0.000857736910817421 0.000264655671569254 -4.61048123655792e-05 0.00100264743815704 -9.4693273246628e-05 -0.000291070025232317 -0.000285829524051687 1.85204428568577e-05 5.64062856291584e-05 -0.000221044120557346 -0.000171583196429641 0.000588010756310809 0.000973696813685695 0.000786350937506946 0.000670108851630428 -0.00023987888874352 0.000304872997197223 9.71590686043599e-05 -0.000155829206615239 -2.62930517752599e-05 -1.19596584383156e-05 -0.000140562579764623 0.000364633704398356 -2.61425891598794e-05 0.000896718099698904 0.000161325616221835 -0.000344001342167799 8.11920701903357e-05 5.08412121201886
"ENSG00000097021.14_rs3789477" 3.56435904608495 1.18611653993328 0.210310091740391 2.37922300896454 1.14432664028188 2.90104357257751 -0.221460774678045 -0.436191076444815 0.922869017111564 1.37225887595535 0.517704246346672 0.351024273152957 0.0587591473399871 0.414544134976548 -0.155381797808339 -0.623678000651878 2.51225095857289 -0.0942060749950453 1.6843512550319 1.45669464551761 1.29373814312144 1.45406275086525 1.92262451118176 2.61241207660236 1.24512130431705 1.10133747805403 0.810583245473208 1.29731429261723 2.95514419194203 1.83774549549804 1.65291473839738 0.437468769567211 0.00228651051733139 0.720060250208112 4.23570824507883 5.53854315115786 -0.360781064097983 0.00491730751009568 0.798526686535574 -2.81812193398879 2.08760041652662 1.11209685748987 1.27487422897186 -0.181837333758952
"ENSG00000107404.13_rs35242196" 0.0699366599108944 -0.0482503794365415 0.0721470263825541 0.241247976434565 -0.0181110508448484 0.18885398110381 0.118409101346817 0.146775447015295 0.15472264336865 -0.00228502795672657 0.120550890886217 0.121716105435832 0.121467955101468 0.148460873079905 0.162347588979073 0.145796871740411 0.0148489464802036 -0.168545717985834 0.0378247524470429 -0.0971134859924026 0.0990507923310797 0.00138485265638153 0.0515125840191601 0.0156882125221986 -0.0131016253405807 0.107516902336807 0.0755577293709307 0.128917445955751 0.156500324509468 0.0490262803320066 -0.0162262416817496 -0.0734706534827136 -0.00526906435443942 5.34973069624667e-05 0.382831597535301 0.426920919636172 -0.0446624562668499 0.0445626241455948 0.0222768803802392 -0.0118863543140985 -0.0460725955595364 -0.0971818692338627 -0.00307659006940972 0.0109586323810757
"ENSG00000116138.8_rs10803387" -0.80204617040106 -0.667921425547936 -0.869091584138221 -0.641318497315194 -0.402836374414119 -0.632759356089636 -1.19227322969133 -1.42586436223945 -1.47508928260987 -1.68803414802516 -1.40715213841169 -1.30404216995999 -1.06419808378628 -1.10537922203073 -1.35204247532621 -1.17364097445569 -0.65193971651496 -1.05750434502843 -0.950392460781888 -0.672402691170342 -0.788466797255123 -0.630999983734763 -0.7825467708357 -0.755151192871087 -0.731314671123638 -0.682484680192893 -0.582566815167477 -0.969497096248185 -0.657036321794527 -0.990216154168429 -0.673010227318491 -0.79518576382989 -1.04380102900818 -0.629743738856406 -0.590393852327651 -0.676432812081244 -0.53730303900347 -1.0123381051163 -0.718174513795512 -1.69296410714724 -1.21510574580378 -0.452140682967152 -0.470922355391766 -0.980212167913121
"ENSG00000116151.9_rs3795272" -2.72010811333378 -1.37500724508263 -1.90355169207261 -2.62132171079396 -1.93099801792145 -2.61973119514347 -1.01028845763909 -1.59604108215017 -1.46617385800329 -1.75353974273961 -1.54846126042105 -1.36268375527177 -1.22346079059257 -0.937573633751204 -1.423455245531 -1.11924459403376 -1.7051352040731 -1.59881475418273 -2.20983634132253 -1.87480504876502 -2.50370161785379 -2.05852110263959 -1.4027711422851 -2.45819459102748 -1.3956757339167 -1.57603800487096 -1.31582291750563 -2.21923348238938 -2.38306135583782 -2.8643765412089 -1.15394062522169 -2.27696917716199 -1.39055766910997 -1.49408264781382 -1.92907681127292 -2.40995817228039 -1.68464172408183 -2.15192672515975 -2.19946329772995 -2.19988167725388 -2.25556475803098 -0.889772622137565 -0.764033172146443 -1.85452116793059
"ENSG00000116198.8_rs7522227" 5.24244019324164 2.43460930299984 7.23315054544501 2.73041350860949 2.95068627277398 3.06696148938106 -0.472828542975201 -0.869093316449859 0.89192606970413 2.39620583847661 1.11790030667786 0.207885503557858 0.580548530938757 0.308718071476689 -0.604967377069029 -1.06336296860624 4.94264895697771 3.65121373230988 3.98474742126656 2.51921473850239 3.17407549273857 2.30845016314918 4.25164394004535 2.86470090884431 1.90401395792007 1.91211323075147 3.03136646538614 3.58063736368381 1.98408205524296 3.52942010332222 3.44214769571171 3.21728744082655 2.91149999933435 3.50158490620285 5.63369093494702 5.70988584702583 2.47690219217153 2.64255692968408 3.59747374228615 -2.24066169110447 7.00250959157525 2.40802497779996 2.21514583245079 2.31628169742997
"ENSG00000116213.11_rs6697769" -4.72021626244886 -2.87685582869283 -2.40655624808816 -3.70435936669012 -2.61112200189909 -4.47850711721147 -0.489613024693836 -0.757541311888009 -0.701881100543931 -1.03673912753888 -0.936838825564735 -0.670599066129054 -0.583964545925085 -0.601026660894223 -0.538870928426043 -0.611653959344107 -2.97537630544525 -1.37024673687495 -2.94756145453723 -2.75826748875834 -2.55560085834018 -2.94755661528057 -3.20271114184979 -3.9276313054846 -2.6842670581635 -2.55319023787184 -1.4887834560006 -3.28784186838784 -3.5593416820737 -4.49049009913356 -2.14802879471431 -2.22967490775479 -1.63816746165232 -1.90539100580753 -4.06101568455384 -4.94722990126435 -1.53512231171556 -1.78422116770562 -2.35873448045218 -0.401196556525907 -3.82417246025481 -1.99994445079937 -1.91531527750816 -1.33330123809933
"ENSG00000116237.11_rs1064721" 2.86244853940994 1.71516464335625 1.57371257779164 2.23900018370004 1.69294135843929 2.79215743899729 1.51918686957065 1.80927969020948 1.69206738500367 2.01114489414914 1.91270829378237 1.72173908358618 1.37941348358898 1.4383074441567 1.63447547601722 1.52308297968041 1.78382203809925 0.924683823850564 1.76498616437014 1.68516793944474 1.61151260723209 1.70775709834342 1.65808576961703 2.27138179797247 1.74645751670304 1.71139805881603 1.0510021365969 2.11101762675952 2.42005832149589 2.89469897191641 1.2267113263388 1.26806288015861 1.66425454298488 1.33031330124747 1.69875691485737 2.15914732331912 0.968475324234061 1.17277575393612 1.37609202297228 1.7880640559821 2.48213594015731 1.08044691659142 1.0676476543717 0.976715802115575
